#Año,Tipo,Presupuesto,Concepto,Descripción,Crédito
2012,I,E,34203,Precios públicos. Cursos y Actividades.,74178.47
2012,I,E,34300,Precios públicos por prestación de servicio en Deportes,147895.54
2012,I,E,34301,Precios públicos. Expedición de carnets deportes,0
2012,I,E,34400,Precios públicos por asistencia a espectáculos,92167.07
2012,I,E,34900,Precios públicos por publicidad en Revista Municipal,36556.93
2012,I,E,34901,Precios públicos por casa de juventud,14086.99
2012,I,E,34902,Precios públicos por servicio de bodas,30959.65
2012,I,E,34903,Precios públicos libro de Torrelodones,30
2012,I,E,34904,Precios públicos por transporte escolar,0
2012,I,E,34905,Precios públicos por gabinete psicológico,11891.33
2012,I,E,38900,REINTEGROS DE PRESUPUESTOS CERRADOS,6856.57
2012,I,E,39100,Multas por infracciones urbanísticas,16421.64
2012,I,E,39103,Sanciones medioambientales,28138.76
2012,I,E,39120,Multas por infracciones de la Ordenanza de Circulación.,151645
2012,I,E,39190,Otras multas y sanciones,69633.56
2012,I,E,39200,RECARGO POR DECLARACIÓN EXTEMPORÁNEA SIN REQUERIMI. PREVIO,103998.67
2012,I,E,39211,RECARGO DE APREMIO.,171830.79
2012,I,E,39300,INTERESES DE DEMORA,44450.75
2012,I,E,39800,Indemnizaciones de seguros de no vida,18427.25
2012,I,E,39901,Otros ingresos diversos,37796.52
2012,I,E,39902,Otros recargos. Costas.,60136.4
2012,I,E,39903,Otros ingresos. Recogida selectiva envases,100702.05
2012,I,E,39904,Otros ingresos. Fondo reposición arbolado,105479.25
2012,I,E,42000,Participación en los tributos del Estado,4177481.74
2012,I,E,42001,Otras transferencias de la Admon. General del Estado,0
2012,I,E,45000,Participación en los tributos de la Comunidad Autónoma,1438804.96
2012,I,E,45300,DE EMPRESAS PUBLICAS Y OTROS ENTES PUBLICOS,632680.49
2012,I,E,46301,TRANSFERENCIAS CORRIENTES DE MANCOMUNIDADES,207564
2012,I,E,47000,TRANSFERENCIAS DE EMPRESAS PRIVADAS,8000
2012,I,E,51801,Intereses de anticipos y prestamos al personal,157.59
2012,I,E,52100,INTERESES DE DEPOSITOS,6520.72
2012,I,E,53410,DE SOC Y ENTIDADES NO DEPENDIENTES DE LAS ENTIDADES LOCALES.,46968.79
2012,I,E,55000,Concesiones administrativas de contraprestación periódica,215214.65
2012,I,E,55001,Concesiones adtivas. contraprestación periódica (bares),4600
2012,I,E,55200,Concesiones y aprovechamientos. Derechos de superficie.,365452.33
2012,I,E,72000,"DEL ESTADO, PLANES PROVINCIALES",11814.46
2012,I,E,75000,SUB AFECTAS A LA AMORTIZACIÓN DE PRÉST Y OPERACIONES FRAS,0
2012,I,E,83000,REINTEGRO DE PAGAS ANTICIPADAS AL PERSONAL FUNCIONARIO,62153.34
2012,I,E,87000,PARA GASTOS GENERALES.,0
2012,I,E,87010,PARA GASTOS CON FINANCIACIÓN AFECTADA.,0
