#Año,Tipo,Presupuesto,Programa,Concepto,Descripción,Crédito
2011,G,P,1620,15000,COMPLEMENTO DE PRODUCTIVIDAD,8595
2011,G,P,1620,16000,Seguridad Social. Personal Funcionario,12765
2011,G,P,1620,22199,Otros suministros,500
2011,G,P,1620,22501,Tributos de las Comunidades Autónomas,19000
2011,G,P,1620,22602,PUBLICIDAD Y PROPAGANDA.,1500
2011,G,P,1620,22799,Otros trabajos realizados por otras emrpresas y profesionale,852000
2011,G,P,1630,22700,LIMPIEZA Y ASEO.,735000
2011,G,P,1650,21002,MANTENIMIENTO ALUMBRADO PÚBLICO,180000
2011,G,P,1650,22100,ENERGÍA ELÉCTRICA.,450000
2011,G,P,1690,12007,Retribuciones básicas,19850
2011,G,P,1690,12102,Retribuciones complementarias,34140
2011,G,P,1690,13000,RETRIBUCIONES BÁSICAS.,294145
2011,G,P,1690,13001,HORAS EXTRAORDINARIAS,0
2011,G,P,1690,13002,OTRAS REMUNERACIONES.,1550
2011,G,P,1690,13010,PRODUCTIVIDAD PERSONAL LABORAL,42020
2011,G,P,1690,15000,COMPLEMENTO DE PRODUCTIVIDAD,20365
2011,G,P,1690,16000,Seguridad Social. Personal Funcionario,24375
2011,G,P,1690,16001,Seguridad Social. Personal laboral,139870
2011,G,P,1690,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,1000
2011,G,P,1690,20900,CÁNONES.,10000
2011,G,P,1690,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,6000
2011,G,P,1690,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",1000
2011,G,P,1690,21400,REPARAC. MANTEN. MATERIAL TRANSPORTE,10000
2011,G,P,1690,22104,VESTUARIO.,4200
2011,G,P,1690,22199,Otros suministros,30000
2011,G,P,1690,22799,Otros trabajos realizados por otras emrpresas y profesionale,5000
2011,G,P,1700,12007,Retribuciones básicas,36210
2011,G,P,1700,12102,Retribuciones complementarias,45425
2011,G,P,1700,15000,COMPLEMENTO DE PRODUCTIVIDAD,16995
2011,G,P,1700,16000,Seguridad Social. Personal Funcionario,29360
2011,G,P,1700,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,700
2011,G,P,1700,21000,INFRAESTRUCTURA Y BIENES NATURALES,1000
2011,G,P,1700,22104,VESTUARIO.,700
2011,G,P,1700,22199,Otros suministros,1400
2011,G,P,1700,22699,Otros gastos diversos,500
2011,G,P,1700,22799,Otros trabajos realizados por otras emrpresas y profesionale,17500
2011,G,P,1700,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",500
2011,G,P,1710,21001,MANTENIMIENTO PARQUES Y JARDINES,442500
2011,G,P,2310,12700,Contribuciones a planes y fondos de pensiones,51000
2011,G,P,2310,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,3000
2011,G,P,2310,16204,ACCIÓN SOCIAL.,37440
2011,G,P,2310,16205,SEGUROS.,22000
2011,G,P,2310,16300,FORMACION Y PERFECCIONAMIENTO PERSONAL LABORAL,1000
2011,G,P,2310,16304,ACCION SOCIAL PERSONAL LABORAL,36000
2011,G,P,2310,23030,Dietas del personal,500
2011,G,P,2310,23130,Locomoción del personal,2500
2011,G,P,2310,23300,Otras indemnizaciones,6000
2011,G,P,2310,83001,ANTICIPOS DE PAGAS AL PERSONAL LABORAL,75000
2011,G,P,2311,12007,Retribuciones básicas,42650
2011,G,P,2311,12102,Retribuciones complementarias,54890
2011,G,P,2311,13000,RETRIBUCIONES BÁSICAS.,161870
2011,G,P,2311,13002,OTRAS REMUNERACIONES.,10760
2011,G,P,2311,13010,PRODUCTIVIDAD PERSONAL LABORAL,11425
2011,G,P,2311,15000,COMPLEMENTO DE PRODUCTIVIDAD,18850
2011,G,P,2311,16000,Seguridad Social. Personal Funcionario,24730
2011,G,P,2311,16001,Seguridad Social. Personal laboral,63000
2011,G,P,2311,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",20000
2011,G,P,2311,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",2000
2011,G,P,2311,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO.,750
2011,G,P,2311,22199,Otros suministros,3700
2011,G,P,2311,22300,TRANSPORTES,6000
2011,G,P,2311,22699,Otros gastos diversos,1000
2011,G,P,2311,22799,Otros trabajos realizados por otras emrpresas y profesionale,120000
2011,G,P,2311,46300,A MANCOMUNIDADES,336000
2011,G,P,2311,48000,TRANSFERENCIAS CTES. A PARTICULARES,8000
2011,G,P,2311,48900,OTRAS TRANSFERENCIAS,5000
2011,G,P,2320,13000,RETRIBUCIONES BÁSICAS.,83400
2011,G,P,2320,13002,OTRAS REMUNERACIONES.,0
2011,G,P,2320,13010,PRODUCTIVIDAD PERSONAL LABORAL,13350
2011,G,P,2320,16001,Seguridad Social. Personal laboral,33000
2011,G,P,2320,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,18000
2011,G,P,2320,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,1000
2011,G,P,2320,22010,FONDOS DE BIBLIOTECA Y MATERIAL AUDIOVISUAL,0
2011,G,P,2320,22103,COMBUSTIBLES Y CARBURANTES.,400
2011,G,P,2320,22105,PRODUCTOS ALIMENTICIOS.,3000
2011,G,P,2320,22199,Otros suministros,5000
2011,G,P,2320,22300,TRANSPORTES,10000
2011,G,P,2320,22602,PUBLICIDAD Y PROPAGANDA.,5000
2011,G,P,2320,22699,Otros gastos diversos,1000
2011,G,P,2320,22799,Otros trabajos realizados por otras emrpresas y profesionale,30000
2011,G,P,2320,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",2500
2011,G,P,2320,48900,OTRAS TRANSFERENCIAS,10000
2011,G,P,2410,12007,Retribuciones básicas,13620
2011,G,P,2410,12102,Retribuciones complementarias,16220
2011,G,P,2410,13000,RETRIBUCIONES BÁSICAS.,28230
2011,G,P,2410,14300,OTRO PERSONAL ATIPICO,50575
2011,G,P,2410,15000,COMPLEMENTO DE PRODUCTIVIDAD,6640
2011,G,P,2410,16001,Seguridad Social. Personal laboral,36005
2011,G,P,2410,22199,Otros suministros,300
2011,G,P,2410,22602,PUBLICIDAD Y PROPAGANDA.,500
2011,G,P,2410,22699,Otros gastos diversos,100
2011,G,P,2410,22799,Otros trabajos realizados por otras emrpresas y profesionale,2000
2011,G,P,2410,48900,OTRAS TRANSFERENCIAS,8500
2011,G,P,2411,13000,RETRIBUCIONES BÁSICAS.,90380
2011,G,P,2411,13001,HORAS EXTRAORDINARIAS,500
2011,G,P,2411,13002,OTRAS REMUNERACIONES.,4630
2011,G,P,2411,13010,PRODUCTIVIDAD PERSONAL LABORAL,1700
2011,G,P,2411,16001,Seguridad Social. Personal laboral,44230
2011,G,P,2411,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",1500
2011,G,P,2411,22000,ORDINARIO NO INVENTARIABLE.,1000
2011,G,P,2411,22104,VESTUARIO.,1000
2011,G,P,2411,22105,PRODUCTOS ALIMENTICIOS.,10000
2011,G,P,2411,22199,Otros suministros,3500
2011,G,P,2411,22300,TRANSPORTES,6000
2011,G,P,2411,22699,Otros gastos diversos,3000
2011,G,P,2411,22799,Otros trabajos realizados por otras emrpresas y profesionale,2000
2011,G,P,3120,13000,RETRIBUCIONES BÁSICAS.,32250
2011,G,P,3120,16001,Seguridad Social. Personal laboral,12000
2011,G,P,3120,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO.,100
2011,G,P,3120,22199,Otros suministros,100
2011,G,P,3120,22602,PUBLICIDAD Y PROPAGANDA.,100
2011,G,P,3120,22699,Otros gastos diversos,100
2011,G,P,3120,22799,Otros trabajos realizados por otras emrpresas y profesionale,100
2011,G,P,3120,48900,OTRAS TRANSFERENCIAS,100
2011,G,P,3130,22799,Otros trabajos realizados por otras emrpresas y profesionale,19000
2011,G,P,3210,12007,Retribuciones básicas,19250
2011,G,P,3210,12102,Retribuciones complementarias,27390
2011,G,P,3210,13000,RETRIBUCIONES BÁSICAS.,272150
2011,G,P,3210,13001,HORAS EXTRAORDINARIAS,2000
2011,G,P,3210,13002,OTRAS REMUNERACIONES.,3065
2011,G,P,3210,13010,PRODUCTIVIDAD PERSONAL LABORAL,1105
2011,G,P,3210,15000,COMPLEMENTO DE PRODUCTIVIDAD,10100
2011,G,P,3210,15100,GRATIFICACIONES,500
2011,G,P,3210,16000,Seguridad Social. Personal Funcionario,18000
2011,G,P,3210,16001,Seguridad Social. Personal laboral,79790
2011,G,P,3210,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,6000
2011,G,P,3210,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,85000
2011,G,P,3210,22199,Otros suministros,6000
2011,G,P,3210,22300,TRANSPORTES,125000
2011,G,P,3210,22699,Otros gastos diversos,700
2011,G,P,3210,22799,Otros trabajos realizados por otras emrpresas y profesionale,65000
2011,G,P,3210,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",10000
2011,G,P,3210,48900,OTRAS TRANSFERENCIAS,100000
2011,G,P,3211,13000,RETRIBUCIONES BÁSICAS.,394480
2011,G,P,3211,13002,OTRAS REMUNERACIONES.,8260
2011,G,P,3211,16001,Seguridad Social. Personal laboral,130000
2011,G,P,3211,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,25000
2011,G,P,3211,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",5000
2011,G,P,3211,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",500
2011,G,P,3211,22104,VESTUARIO.,7000
2011,G,P,3211,22199,Otros suministros,16000
2011,G,P,3211,22699,Otros gastos diversos,3000
2011,G,P,3211,22799,Otros trabajos realizados por otras emrpresas y profesionale,195000
2011,G,P,3230,13000,RETRIBUCIONES BÁSICAS.,93165
2011,G,P,3230,13010,PRODUCTIVIDAD PERSONAL LABORAL,1104
2011,G,P,3230,16001,Seguridad Social. Personal laboral,28000
2011,G,P,3230,22199,Otros suministros,1000
2011,G,P,3230,22699,Otros gastos diversos,1000
2011,G,P,3230,22799,Otros trabajos realizados por otras emrpresas y profesionale,500
2011,G,P,3300,12007,Retribuciones básicas,9860
2011,G,P,3300,12102,Retribuciones complementarias,13690
2011,G,P,3300,13000,RETRIBUCIONES BÁSICAS.,320410
2011,G,P,3300,13002,OTRAS REMUNERACIONES.,45030
2011,G,P,3300,13010,PRODUCTIVIDAD PERSONAL LABORAL,10575
2011,G,P,3300,15000,COMPLEMENTO DE PRODUCTIVIDAD,5425
2011,G,P,3300,16000,Seguridad Social. Personal Funcionario,9715
2011,G,P,3300,16001,Seguridad Social. Personal laboral,129735
2011,G,P,3300,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,22500
2011,G,P,3300,20900,CÁNONES.,7000
2011,G,P,3300,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,5000
2011,G,P,3300,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",11200
2011,G,P,3300,21500,MOBILIARIO Y ENSERES,400
2011,G,P,3300,22000,ORDINARIO NO INVENTARIABLE.,300
2011,G,P,3300,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",300
2011,G,P,3300,22104,VESTUARIO.,500
2011,G,P,3300,22199,Otros suministros,8000
2011,G,P,3300,22300,TRANSPORTES,300
2011,G,P,3300,22602,PUBLICIDAD Y PROPAGANDA.,15000
2011,G,P,3300,22606,"REUNIONES, CONFERENCIAS Y CURSOS.",3000
2011,G,P,3300,22699,Otros gastos diversos,100
2011,G,P,3300,22799,Otros trabajos realizados por otras emrpresas y profesionale,250000
2011,G,P,3300,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",41500
2011,G,P,3300,48900,OTRAS TRANSFERENCIAS,49000
2011,G,P,3300,62500,MOBILIARIO,6000
2011,G,P,3301,13000,RETRIBUCIONES BÁSICAS.,430770
2011,G,P,3301,13002,OTRAS REMUNERACIONES.,1270
2011,G,P,3301,13010,PRODUCTIVIDAD PERSONAL LABORAL,10335
2011,G,P,3301,16001,Seguridad Social. Personal laboral,119445
2011,G,P,3301,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,300
2011,G,P,3301,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,300
2011,G,P,3301,21500,MOBILIARIO Y ENSERES,800
2011,G,P,3301,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",200
2011,G,P,3301,22010,FONDOS DE BIBLIOTECA Y MATERIAL AUDIOVISUAL,1100
2011,G,P,3301,22104,VESTUARIO.,0
2011,G,P,3301,22199,Otros suministros,200
2011,G,P,3301,22300,TRANSPORTES,2940
2011,G,P,3301,22602,PUBLICIDAD Y PROPAGANDA.,800
2011,G,P,3301,22699,Otros gastos diversos,200
2011,G,P,3301,22799,Otros trabajos realizados por otras emrpresas y profesionale,16000
2011,G,P,3301,62900,OTRO INMOVILIZADO MATERIAL,2000
2011,G,P,3302,13000,RETRIBUCIONES BÁSICAS.,313415
2011,G,P,3302,13002,OTRAS REMUNERACIONES.,10155
2011,G,P,3302,16001,Seguridad Social. Personal laboral,130000
2011,G,P,3302,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",400
2011,G,P,3302,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",1200
2011,G,P,3302,22199,Otros suministros,400
2011,G,P,3302,22400,PRIMAS DE SEGUROS,400
2011,G,P,3302,22602,PUBLICIDAD Y PROPAGANDA.,400
2011,G,P,3302,22699,Otros gastos diversos,400
2011,G,P,3302,22799,Otros trabajos realizados por otras emrpresas y profesionale,4000
2011,G,P,3302,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",1500
2011,G,P,3320,13000,RETRIBUCIONES BÁSICAS.,148180
2011,G,P,3320,13002,OTRAS REMUNERACIONES.,8530
2011,G,P,3320,16001,Seguridad Social. Personal laboral,51070
2011,G,P,3320,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",3200
2011,G,P,3320,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",4320
2011,G,P,3320,22010,FONDOS DE BIBLIOTECA Y MATERIAL AUDIOVISUAL,13048
2011,G,P,3320,22199,Otros suministros,800
2011,G,P,3320,22699,Otros gastos diversos,160
2011,G,P,3320,22799,Otros trabajos realizados por otras emrpresas y profesionale,600
2011,G,P,3380,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,10000
2011,G,P,3380,22400,PRIMAS DE SEGUROS,1000
2011,G,P,3380,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,108000
2011,G,P,3380,22699,Otros gastos diversos,400
2011,G,P,3380,48900,OTRAS TRANSFERENCIAS,7600
2011,G,P,3400,13000,RETRIBUCIONES BÁSICAS.,670295
2011,G,P,3400,13001,HORAS EXTRAORDINARIAS,1000
2011,G,P,3400,13002,OTRAS REMUNERACIONES.,54000
2011,G,P,3400,13010,PRODUCTIVIDAD PERSONAL LABORAL,32845
2011,G,P,3400,16001,Seguridad Social. Personal laboral,251985
2011,G,P,3400,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,1200
2011,G,P,3400,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,8200
2011,G,P,3400,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,25000
2011,G,P,3400,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",25000
2011,G,P,3400,22104,VESTUARIO.,20000
2011,G,P,3400,22199,Otros suministros,40000
2011,G,P,3400,22300,TRANSPORTES,22000
2011,G,P,3400,22400,PRIMAS DE SEGUROS,13000
2011,G,P,3400,22602,PUBLICIDAD Y PROPAGANDA.,2000
2011,G,P,3400,22699,Otros gastos diversos,100
2011,G,P,3400,22710,OTROS SERVICIOS REALIZADOS,366000
2011,G,P,3400,22799,Otros trabajos realizados por otras emrpresas y profesionale,48000
2011,G,P,3400,23300,Otras indemnizaciones,0
2011,G,P,3400,48000,TRANSFERENCIAS CTES. A PARTICULARES,60000
2011,G,P,3400,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",6000
2011,G,P,3402,13000,RETRIBUCIONES BÁSICAS.,98800
2011,G,P,3402,13002,OTRAS REMUNERACIONES.,3955
2011,G,P,3402,13010,PRODUCTIVIDAD PERSONAL LABORAL,3560
2011,G,P,3402,16001,Seguridad Social. Personal laboral,39975
2011,G,P,3402,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,1900
2011,G,P,3402,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",4500
2011,G,P,3402,22199,Otros suministros,7000
2011,G,P,3402,22602,PUBLICIDAD Y PROPAGANDA.,400
2011,G,P,3402,22699,Otros gastos diversos,1600
2011,G,P,3402,22799,Otros trabajos realizados por otras emrpresas y profesionale,2000
2011,G,P,4300,22602,PUBLICIDAD Y PROPAGANDA.,3000
2011,G,P,4300,22699,Otros gastos diversos,300
2011,G,P,4300,22706,ESTUDIOS Y TRABAJOS TÉCNICOS.,100
2011,G,P,4300,22799,Otros trabajos realizados por otras emrpresas y profesionale,1600
2011,G,P,4400,46700,Transferencias a Consorcio de transportes,650000
2011,G,P,9120,10000,RETRIBUCIONES BÁSICAS.,291210
2011,G,P,9120,11000,RETRIBUCIONES BÁSICAS.,169750
2011,G,P,9120,13000,RETRIBUCIONES BÁSICAS.,43355
2011,G,P,9120,13001,HORAS EXTRAORDINARIAS,4500
2011,G,P,9120,13010,PRODUCTIVIDAD PERSONAL LABORAL,19650
2011,G,P,9120,16000,Seguridad Social. Personal Funcionario,17000
2011,G,P,9120,16001,Seguridad Social. Personal laboral,22000
2011,G,P,9120,16003,Seguridad Social. Altos Cargos,69000
2011,G,P,9120,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,16800
2011,G,P,9120,21400,REPARAC. MANTEN. MATERIAL TRANSPORTE,1000
2011,G,P,9120,22105,PRODUCTOS ALIMENTICIOS.,1000
2011,G,P,9120,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS.,20000
2011,G,P,9120,22699,Otros gastos diversos,4000
2011,G,P,9120,23000,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO.,1000
2011,G,P,9120,23100,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO.,2500
2011,G,P,9120,23300,Otras indemnizaciones,3000
2011,G,P,9120,48902,ASIGNACIONES A GRUPOS POLITICOS,25000
2011,G,P,9200,12007,Retribuciones básicas,248210
2011,G,P,9200,12102,Retribuciones complementarias,340610
2011,G,P,9200,15000,COMPLEMENTO DE PRODUCTIVIDAD,145675
2011,G,P,9200,15100,GRATIFICACIONES,15000
2011,G,P,9200,16000,Seguridad Social. Personal Funcionario,193755
2011,G,P,9200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",20000
2011,G,P,9200,22602,PUBLICIDAD Y PROPAGANDA.,3000
2011,G,P,9200,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,10000
2011,G,P,9200,22604,"JURÍDICOS, CONTENCIOSOS.",150000
2011,G,P,9201,12007,Retribuciones básicas,58560
2011,G,P,9201,12102,Retribuciones complementarias,80860
2011,G,P,9201,15000,COMPLEMENTO DE PRODUCTIVIDAD,29570
2011,G,P,9201,16000,Seguridad Social. Personal Funcionario,40470
2011,G,P,9201,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,16000
2011,G,P,9201,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",29760
2011,G,P,9201,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,58640
2011,G,P,9201,22000,ORDINARIO NO INVENTARIABLE.,15000
2011,G,P,9201,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",56
2011,G,P,9201,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE.,30000
2011,G,P,9201,22203,INFORMÁTICAS.,18000
2011,G,P,9201,22706,ESTUDIOS Y TRABAJOS TÉCNICOS.,21000
2011,G,P,9201,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",15000
2011,G,P,9201,62600,EQUIPOS PARA PROCESOS DE INFORMACION,24000
2011,G,P,9201,64000,Inversión de caracter inmaterial,0
2011,G,P,9201,64005,Aplicaciones informaticas,36400
2011,G,P,9202,12007,Retribuciones básicas,17020
2011,G,P,9202,12102,Retribuciones complementarias,24580
2011,G,P,9202,13000,RETRIBUCIONES BÁSICAS.,34715
2011,G,P,9202,13001,HORAS EXTRAORDINARIAS,0
2011,G,P,9202,14300,OTRO PERSONAL ATIPICO,275000
2011,G,P,9202,15000,COMPLEMENTO DE PRODUCTIVIDAD,8450
2011,G,P,9202,15100,GRATIFICACIONES,1000
2011,G,P,9202,16000,Seguridad Social. Personal Funcionario,16000
2011,G,P,9202,16001,Seguridad Social. Personal laboral,92240
2011,G,P,9202,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,5400
2011,G,P,9202,20900,CÁNONES.,100
2011,G,P,9202,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",80000
2011,G,P,9202,21400,REPARAC. MANTEN. MATERIAL TRANSPORTE,1300
2011,G,P,9202,22000,ORDINARIO NO INVENTARIABLE.,40000
2011,G,P,9202,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",2000
2011,G,P,9202,22100,ENERGÍA ELÉCTRICA.,440000
2011,G,P,9202,22101,AGUA.,45000
2011,G,P,9202,22103,COMBUSTIBLES Y CARBURANTES.,228500
2011,G,P,9202,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO.,300
2011,G,P,9202,22110,PRODUCTOS DE LIMPIEZA Y ASEO.,100
2011,G,P,9202,22199,Otros suministros,10000
2011,G,P,9202,22200,SERVICIOS DE TELECOMUNICACIONES.,150000
2011,G,P,9202,22201,POSTALES.,90000
2011,G,P,9202,22202,TELEGRÁFICAS.,100
2011,G,P,9202,22300,TRANSPORTES,100
2011,G,P,9202,22400,PRIMAS DE SEGUROS,200000
2011,G,P,9202,22501,Tributos de las Comunidades Autónomas,640000
2011,G,P,9202,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS.,25000
2011,G,P,9202,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,20000
