#Año,Tipo,Presupuesto,Programa,Concepto,Descripción,Crédito
2011,G,E,1510,13010,PRODUCTIVIDAD PERSONAL LABORAL,6952.92
2011,G,E,1510,15000,COMPLEMENTO DE PRODUCTIVIDAD,70517.38
2011,G,E,1510,16000,Seguridad Social. Personal Funcionario,98463.76
2011,G,E,1510,16001,Seguridad Social. Personal laboral,14151.36
2011,G,E,1510,20000,Arrendamientos de terrenos y bienes naturales,2360
2011,G,E,1510,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,12871.44
2011,G,E,1510,22699,Otros gastos diversos,7126.93
2011,G,E,1510,22706,ESTUDIOS Y TRABAJOS TÉCNICOS.,131832.77
2011,G,E,1510,23300,Otras indemnizaciones,67818.24
2011,G,E,1510,27000,Gastos imprevistos y funciones no clasificadas,0
2011,G,E,1510,74000,Transferencias de capital a Sociedades Mercantiles de la Ent,24250
2011,G,E,1510,78900,OTRAS TRANSFERENCIAS DE CAPITAL,0
2011,G,E,1550,21000,INFRAESTRUCTURA Y BIENES NATURALES,12782.41
2011,G,E,1550,21003,MANTENIMIENTO VIAS PÚBLICAS,69395.06
2011,G,E,1610,22101,AGUA.,58724.16
2011,G,E,1620,12007,Retribuciones básicas,4749.71
2011,G,E,1620,12102,Retribuciones complementarias,5505.68
2011,G,E,1620,15000,COMPLEMENTO DE PRODUCTIVIDAD,3734.5
2011,G,E,1620,16000,Seguridad Social. Personal Funcionario,5866.92
2011,G,E,1620,22199,Otros suministros,0
2011,G,E,1620,22501,Tributos de las Comunidades Autónomas,23454.43
2011,G,E,1620,22602,PUBLICIDAD Y PROPAGANDA.,0
2011,G,E,1620,22799,Otros trabajos realizados por otras emrpresas y profesionale,667424.89
2011,G,E,1630,22700,LIMPIEZA Y ASEO.,572760.92
2011,G,E,1650,21002,MANTENIMIENTO ALUMBRADO PÚBLICO,218435.7
2011,G,E,1650,22100,ENERGÍA ELÉCTRICA.,374927.44
2011,G,E,1690,12007,Retribuciones básicas,13337.29
2011,G,E,1690,12102,Retribuciones complementarias,17264.71
2011,G,E,1690,13000,RETRIBUCIONES BÁSICAS.,279343.54
2011,G,E,1690,13001,HORAS EXTRAORDINARIAS,1500
2011,G,E,1690,13002,OTRAS REMUNERACIONES.,1471.96
2011,G,E,1690,13010,PRODUCTIVIDAD PERSONAL LABORAL,43932.32
2011,G,E,1690,15000,COMPLEMENTO DE PRODUCTIVIDAD,8789.47
2011,G,E,1690,16000,Seguridad Social. Personal Funcionario,12990.05
2011,G,E,1690,16001,Seguridad Social. Personal laboral,121221.47
2011,G,E,1690,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,0
2011,G,E,1690,20900,CÁNONES.,6609.06
2011,G,E,1690,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,5703.8
2011,G,E,1690,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",2592.36
2011,G,E,1690,21400,REPARAC. MANTEN. MATERIAL TRANSPORTE,16360.05
2011,G,E,1690,22104,VESTUARIO.,4821.44
2011,G,E,1690,22199,Otros suministros,6505.12
2011,G,E,1690,22799,Otros trabajos realizados por otras emrpresas y profesionale,13492.7
2011,G,E,1700,12007,Retribuciones básicas,31031.61
2011,G,E,1700,12102,Retribuciones complementarias,39105.89
2011,G,E,1700,15000,COMPLEMENTO DE PRODUCTIVIDAD,14558.64
2011,G,E,1700,16000,Seguridad Social. Personal Funcionario,24152.63
2011,G,E,1700,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,0
2011,G,E,1700,21000,INFRAESTRUCTURA Y BIENES NATURALES,8372.07
2011,G,E,1700,22104,VESTUARIO.,619.82
2011,G,E,1700,22199,Otros suministros,3529.95
2011,G,E,1700,22699,Otros gastos diversos,0
2011,G,E,1700,22799,Otros trabajos realizados por otras emrpresas y profesionale,14740.33
2011,G,E,1700,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",400
2011,G,E,1710,21001,MANTENIMIENTO PARQUES Y JARDINES,440312.1
2011,G,E,2310,12700,Contribuciones a planes y fondos de pensiones,47475.52
2011,G,E,2310,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL.,4428.14
2011,G,E,2310,16204,ACCIÓN SOCIAL.,37353.2
2011,G,E,2310,16205,SEGUROS.,32165
2011,G,E,2310,16300,FORMACION Y PERFECCIONAMIENTO PERSONAL LABORAL,1500
2011,G,E,2310,16304,ACCION SOCIAL PERSONAL LABORAL,34776.07
2011,G,E,2310,23030,Dietas del personal,856.23
2011,G,E,2310,23130,Locomoción del personal,1905.26
2011,G,E,2310,23300,Otras indemnizaciones,4566.16
2011,G,E,2310,83001,ANTICIPOS DE PAGAS AL PERSONAL LABORAL,37806.88
2011,G,E,2311,12007,Retribuciones básicas,31331.56
2011,G,E,2311,12102,Retribuciones complementarias,39137.04
2011,G,E,2311,13000,RETRIBUCIONES BÁSICAS.,171198.49
2011,G,E,2311,13002,OTRAS REMUNERACIONES.,10215.52
2011,G,E,2311,13010,PRODUCTIVIDAD PERSONAL LABORAL,10851.24
2011,G,E,2311,15000,COMPLEMENTO DE PRODUCTIVIDAD,13521.48
2011,G,E,2311,16000,Seguridad Social. Personal Funcionario,17502.87
2011,G,E,2311,16001,Seguridad Social. Personal laboral,56312.39
2011,G,E,2311,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",0
2011,G,E,2311,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",1283.16
2011,G,E,2311,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO.,740.72
2011,G,E,2311,22199,Otros suministros,1962.78
2011,G,E,2311,22300,TRANSPORTES,2814.36
2011,G,E,2311,22699,Otros gastos diversos,453.69
2011,G,E,2311,22799,Otros trabajos realizados por otras emrpresas y profesionale,121827.31
2011,G,E,2311,46300,A MANCOMUNIDADES,353465.26
2011,G,E,2311,48000,TRANSFERENCIAS CTES. A PARTICULARES,9486.37
2011,G,E,2311,48900,OTRAS TRANSFERENCIAS,2000
2011,G,E,2320,13000,RETRIBUCIONES BÁSICAS.,76352.94
2011,G,E,2320,13002,OTRAS REMUNERACIONES.,0
2011,G,E,2320,13010,PRODUCTIVIDAD PERSONAL LABORAL,10706.28
2011,G,E,2320,16001,Seguridad Social. Personal laboral,29775.58
2011,G,E,2320,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,12228.09
2011,G,E,2320,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,600.46
2011,G,E,2320,22010,FONDOS DE BIBLIOTECA Y MATERIAL AUDIOVISUAL,0
2011,G,E,2320,22103,COMBUSTIBLES Y CARBURANTES.,0
2011,G,E,2320,22105,PRODUCTOS ALIMENTICIOS.,0
2011,G,E,2320,22199,Otros suministros,4216.24
2011,G,E,2320,22300,TRANSPORTES,5811.91
2011,G,E,2320,22602,PUBLICIDAD Y PROPAGANDA.,2686.33
2011,G,E,2320,22699,Otros gastos diversos,557.87
2011,G,E,2320,22799,Otros trabajos realizados por otras emrpresas y profesionale,32120.29
2011,G,E,2320,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",1700
2011,G,E,2320,48900,OTRAS TRANSFERENCIAS,3008
2011,G,E,2410,12007,Retribuciones básicas,13071.6
2011,G,E,2410,12102,Retribuciones complementarias,15404
2011,G,E,2410,13000,RETRIBUCIONES BÁSICAS.,26810.7
2011,G,E,2410,14300,OTRO PERSONAL ATIPICO,31748.6
2011,G,E,2410,15000,COMPLEMENTO DE PRODUCTIVIDAD,6253.68
2011,G,E,2410,16001,Seguridad Social. Personal laboral,19193.92
2011,G,E,2410,22199,Otros suministros,0
2011,G,E,2410,22602,PUBLICIDAD Y PROPAGANDA.,0
2011,G,E,2410,22699,Otros gastos diversos,0
2011,G,E,2410,22799,Otros trabajos realizados por otras emrpresas y profesionale,0
2011,G,E,2410,48900,OTRAS TRANSFERENCIAS,8500
2011,G,E,2411,13000,RETRIBUCIONES BÁSICAS.,85860.64
2011,G,E,2411,13001,HORAS EXTRAORDINARIAS,0
2011,G,E,2411,13002,OTRAS REMUNERACIONES.,4396
2011,G,E,2411,13010,PRODUCTIVIDAD PERSONAL LABORAL,1613.52
2011,G,E,2411,16001,Seguridad Social. Personal laboral,31529.63
2011,G,E,2411,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",0
2011,G,E,2411,22000,ORDINARIO NO INVENTARIABLE.,283.7
2011,G,E,2411,22104,VESTUARIO.,600
2011,G,E,2411,22105,PRODUCTOS ALIMENTICIOS.,4049.98
2011,G,E,2411,22199,Otros suministros,1488.05
2011,G,E,2411,22300,TRANSPORTES,5322.3
2011,G,E,2411,22699,Otros gastos diversos,796.9
2011,G,E,2411,22799,Otros trabajos realizados por otras emrpresas y profesionale,1192.8
2011,G,E,3120,13000,RETRIBUCIONES BÁSICAS.,31689.96
2011,G,E,3120,16001,Seguridad Social. Personal laboral,10198.08
2011,G,E,3120,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO.,0
2011,G,E,3120,22199,Otros suministros,0
2011,G,E,3120,22602,PUBLICIDAD Y PROPAGANDA.,0
2011,G,E,3120,22699,Otros gastos diversos,0
2011,G,E,3120,22799,Otros trabajos realizados por otras emrpresas y profesionale,0
2011,G,E,3120,48900,OTRAS TRANSFERENCIAS,0
2011,G,E,3130,22799,Otros trabajos realizados por otras emrpresas y profesionale,14123.85
2011,G,E,3210,12007,Retribuciones básicas,10610.52
2011,G,E,3210,12102,Retribuciones complementarias,14305.7
2011,G,E,3210,13000,RETRIBUCIONES BÁSICAS.,254515.72
2011,G,E,3210,13001,HORAS EXTRAORDINARIAS,1219.26
2011,G,E,3210,13002,OTRAS REMUNERACIONES.,2908.78
2011,G,E,3210,13010,PRODUCTIVIDAD PERSONAL LABORAL,1048.68
2011,G,E,3210,15000,COMPLEMENTO DE PRODUCTIVIDAD,5416.3
2011,G,E,3210,15100,GRATIFICACIONES,184.8
2011,G,E,3210,16000,Seguridad Social. Personal Funcionario,8771.52
2011,G,E,3210,16001,Seguridad Social. Personal laboral,80790
2011,G,E,3210,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,5484.86
2011,G,E,3210,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,76072.75
2011,G,E,3210,22199,Otros suministros,11668.87
2011,G,E,3210,22300,TRANSPORTES,127864
2011,G,E,3210,22699,Otros gastos diversos,2526.63
2011,G,E,3210,22799,Otros trabajos realizados por otras emrpresas y profesionale,26886.76
2011,G,E,3210,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",7053.77
2011,G,E,3210,48900,OTRAS TRANSFERENCIAS,100000
2011,G,E,3211,13000,RETRIBUCIONES BÁSICAS.,366809.46
2011,G,E,3211,13002,OTRAS REMUNERACIONES.,7844.48
2011,G,E,3211,16001,Seguridad Social. Personal laboral,107059.57
2011,G,E,3211,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,18968.14
2011,G,E,3211,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",2949.4
2011,G,E,3211,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",125.5
2011,G,E,3211,22104,VESTUARIO.,5818.96
2011,G,E,3211,22199,Otros suministros,8744.27
2011,G,E,3211,22699,Otros gastos diversos,0
2011,G,E,3211,22799,Otros trabajos realizados por otras emrpresas y profesionale,130878.08
2011,G,E,3230,13000,RETRIBUCIONES BÁSICAS.,78939.41
2011,G,E,3230,13010,PRODUCTIVIDAD PERSONAL LABORAL,1048.8
2011,G,E,3230,16001,Seguridad Social. Personal laboral,25250.58
2011,G,E,3230,22199,Otros suministros,782.85
2011,G,E,3230,22699,Otros gastos diversos,0
2011,G,E,3230,22799,Otros trabajos realizados por otras emrpresas y profesionale,1631.94
2011,G,E,3300,12007,Retribuciones básicas,9775.91
2011,G,E,3300,12102,Retribuciones complementarias,13005.18
2011,G,E,3300,13000,RETRIBUCIONES BÁSICAS.,301489.77
2011,G,E,3300,13002,OTRAS REMUNERACIONES.,42775.04
2011,G,E,3300,13010,PRODUCTIVIDAD PERSONAL LABORAL,10042.68
2011,G,E,3300,15000,COMPLEMENTO DE PRODUCTIVIDAD,5116.32
2011,G,E,3300,16000,Seguridad Social. Personal Funcionario,7543.01
2011,G,E,3300,16001,Seguridad Social. Personal laboral,111650.83
2011,G,E,3300,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,31508.9
2011,G,E,3300,20900,CÁNONES.,7000
2011,G,E,3300,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,1996.24
2011,G,E,3300,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",10016.17
2011,G,E,3300,21500,MOBILIARIO Y ENSERES,0
2011,G,E,3300,22000,ORDINARIO NO INVENTARIABLE.,0
2011,G,E,3300,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",200
2011,G,E,3300,22104,VESTUARIO.,767
2011,G,E,3300,22199,Otros suministros,11244.42
2011,G,E,3300,22300,TRANSPORTES,5356.26
2011,G,E,3300,22602,PUBLICIDAD Y PROPAGANDA.,13812.09
2011,G,E,3300,22606,"REUNIONES, CONFERENCIAS Y CURSOS.",0
2011,G,E,3300,22699,Otros gastos diversos,0
2011,G,E,3300,22799,Otros trabajos realizados por otras emrpresas y profesionale,200825.09
2011,G,E,3300,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",19500
2011,G,E,3300,48900,OTRAS TRANSFERENCIAS,49000
2011,G,E,3300,62500,MOBILIARIO,5510.32
2011,G,E,3301,13000,RETRIBUCIONES BÁSICAS.,383325.01
2011,G,E,3301,13002,OTRAS REMUNERACIONES.,1202.46
2011,G,E,3301,13010,PRODUCTIVIDAD PERSONAL LABORAL,9530.24
2011,G,E,3301,16001,Seguridad Social. Personal laboral,126027.51
2011,G,E,3301,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,0
2011,G,E,3301,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,0
2011,G,E,3301,21500,MOBILIARIO Y ENSERES,1000
2011,G,E,3301,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",0
2011,G,E,3301,22010,FONDOS DE BIBLIOTECA Y MATERIAL AUDIOVISUAL,0
2011,G,E,3301,22104,VESTUARIO.,3365.31
2011,G,E,3301,22199,Otros suministros,1000
2011,G,E,3301,22300,TRANSPORTES,1244.4
2011,G,E,3301,22602,PUBLICIDAD Y PROPAGANDA.,0
2011,G,E,3301,22699,Otros gastos diversos,0
2011,G,E,3301,22799,Otros trabajos realizados por otras emrpresas y profesionale,12815.4
2011,G,E,3301,62900,OTRO INMOVILIZADO MATERIAL,2000
2011,G,E,3302,13000,RETRIBUCIONES BÁSICAS.,287656.11
2011,G,E,3302,13002,OTRAS REMUNERACIONES.,9644.32
2011,G,E,3302,16001,Seguridad Social. Personal laboral,95631.55
2011,G,E,3302,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",0
2011,G,E,3302,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",34.47
2011,G,E,3302,22199,Otros suministros,503.95
2011,G,E,3302,22400,PRIMAS DE SEGUROS,0
2011,G,E,3302,22602,PUBLICIDAD Y PROPAGANDA.,0
2011,G,E,3302,22699,Otros gastos diversos,4594.04
2011,G,E,3302,22799,Otros trabajos realizados por otras emrpresas y profesionale,1784.2
2011,G,E,3302,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",1050
2011,G,E,3320,13000,RETRIBUCIONES BÁSICAS.,140212.82
2011,G,E,3320,13002,OTRAS REMUNERACIONES.,8099.42
2011,G,E,3320,16001,Seguridad Social. Personal laboral,49472
2011,G,E,3320,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",3073.63
2011,G,E,3320,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",4183.39
2011,G,E,3320,22010,FONDOS DE BIBLIOTECA Y MATERIAL AUDIOVISUAL,13036.92
2011,G,E,3320,22199,Otros suministros,773.67
2011,G,E,3320,22699,Otros gastos diversos,0
2011,G,E,3320,22799,Otros trabajos realizados por otras emrpresas y profesionale,364
2011,G,E,3380,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,51211.11
2011,G,E,3380,22400,PRIMAS DE SEGUROS,0
2011,G,E,3380,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,98905.66
2011,G,E,3380,22699,Otros gastos diversos,10301.02
2011,G,E,3380,48900,OTRAS TRANSFERENCIAS,3000
2011,G,E,3400,13000,RETRIBUCIONES BÁSICAS.,601555.84
2011,G,E,3400,13001,HORAS EXTRAORDINARIAS,308.55
2011,G,E,3400,13002,OTRAS REMUNERACIONES.,49813.1
2011,G,E,3400,13010,PRODUCTIVIDAD PERSONAL LABORAL,26953.1
2011,G,E,3400,16001,Seguridad Social. Personal laboral,226971.62
2011,G,E,3400,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,5931.8
2011,G,E,3400,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,6389.1
2011,G,E,3400,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,46274.95
2011,G,E,3400,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",25490.03
2011,G,E,3400,22104,VESTUARIO.,16522.93
2011,G,E,3400,22199,Otros suministros,26945.45
2011,G,E,3400,22300,TRANSPORTES,14139.82
2011,G,E,3400,22400,PRIMAS DE SEGUROS,13717.34
2011,G,E,3400,22602,PUBLICIDAD Y PROPAGANDA.,2971
2011,G,E,3400,22699,Otros gastos diversos,4258.17
2011,G,E,3400,22710,OTROS SERVICIOS REALIZADOS,611120.34
2011,G,E,3400,22799,Otros trabajos realizados por otras emrpresas y profesionale,57410.88
2011,G,E,3400,23300,Otras indemnizaciones,20104.28
2011,G,E,3400,48000,TRANSFERENCIAS CTES. A PARTICULARES,59998
2011,G,E,3400,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",5968.2
2011,G,E,3402,13000,RETRIBUCIONES BÁSICAS.,91139.92
2011,G,E,3402,13002,OTRAS REMUNERACIONES.,3478.28
2011,G,E,3402,13010,PRODUCTIVIDAD PERSONAL LABORAL,3363
2011,G,E,3402,16001,Seguridad Social. Personal laboral,34614.69
2011,G,E,3402,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,370.94
2011,G,E,3402,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",3928.48
2011,G,E,3402,22199,Otros suministros,12421.25
2011,G,E,3402,22602,PUBLICIDAD Y PROPAGANDA.,0
2011,G,E,3402,22699,Otros gastos diversos,0
2011,G,E,3402,22799,Otros trabajos realizados por otras emrpresas y profesionale,2103.36
2011,G,E,4300,22602,PUBLICIDAD Y PROPAGANDA.,0
2011,G,E,4300,22699,Otros gastos diversos,0
2011,G,E,4300,22706,ESTUDIOS Y TRABAJOS TÉCNICOS.,0
2011,G,E,4300,22799,Otros trabajos realizados por otras emrpresas y profesionale,4983.28
2011,G,E,4400,46700,Transferencias a Consorcio de transportes,549369.62
2011,G,E,9120,10000,RETRIBUCIONES BÁSICAS.,363872.55
2011,G,E,9120,11000,RETRIBUCIONES BÁSICAS.,144239.19
2011,G,E,9120,13000,RETRIBUCIONES BÁSICAS.,41063.01
2011,G,E,9120,13001,HORAS EXTRAORDINARIAS,3145.84
2011,G,E,9120,13010,PRODUCTIVIDAD PERSONAL LABORAL,12674.57
2011,G,E,9120,16000,Seguridad Social. Personal Funcionario,48269.59
2011,G,E,9120,16001,Seguridad Social. Personal laboral,20443.77
2011,G,E,9120,16003,Seguridad Social. Altos Cargos,108406.82
2011,G,E,9120,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,18059.04
2011,G,E,9120,21400,REPARAC. MANTEN. MATERIAL TRANSPORTE,48.9
2011,G,E,9120,22105,PRODUCTOS ALIMENTICIOS.,160.98
2011,G,E,9120,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS.,32703.34
2011,G,E,9120,22699,Otros gastos diversos,1067.84
2011,G,E,9120,23000,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO.,0
2011,G,E,9120,23100,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO.,469.43
2011,G,E,9120,23300,Otras indemnizaciones,21300
2011,G,E,9120,48902,ASIGNACIONES A GRUPOS POLITICOS,23281.12
2011,G,E,9200,12007,Retribuciones básicas,230597.89
2011,G,E,9200,12102,Retribuciones complementarias,313092.06
2011,G,E,9200,15000,COMPLEMENTO DE PRODUCTIVIDAD,134416.98
2011,G,E,9200,15100,GRATIFICACIONES,12900
2011,G,E,9200,16000,Seguridad Social. Personal Funcionario,172240.84
2011,G,E,9200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",13604.59
2011,G,E,9200,22602,PUBLICIDAD Y PROPAGANDA.,283.2
2011,G,E,9200,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,12840.13
2011,G,E,9200,22604,"JURÍDICOS, CONTENCIOSOS.",53674.69
2011,G,E,9201,12007,Retribuciones básicas,55405.4
2011,G,E,9201,12102,Retribuciones complementarias,76817.14
2011,G,E,9201,15000,COMPLEMENTO DE PRODUCTIVIDAD,27935.52
2011,G,E,9201,16000,Seguridad Social. Personal Funcionario,39013.96
2011,G,E,9201,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,24662.67
2011,G,E,9201,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",34338.32
2011,G,E,9201,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,55149.53
2011,G,E,9201,22000,ORDINARIO NO INVENTARIABLE.,8641.51
2011,G,E,9201,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",0
2011,G,E,9201,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE.,17628.23
2011,G,E,9201,22203,INFORMÁTICAS.,21729.02
2011,G,E,9201,22706,ESTUDIOS Y TRABAJOS TÉCNICOS.,0
2011,G,E,9201,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",10540.57
2011,G,E,9201,62600,EQUIPOS PARA PROCESOS DE INFORMACION,21738.68
2011,G,E,9201,64000,Inversión de caracter inmaterial,52882.73
2011,G,E,9201,64005,Aplicaciones informaticas,15349.31
2011,G,E,9202,12007,Retribuciones básicas,8477.18
2011,G,E,9202,12102,Retribuciones complementarias,12012.38
2011,G,E,9202,13000,RETRIBUCIONES BÁSICAS.,49187.5
2011,G,E,9202,13001,HORAS EXTRAORDINARIAS,600
2011,G,E,9202,14300,OTRO PERSONAL ATIPICO,301416.76
2011,G,E,9202,15000,COMPLEMENTO DE PRODUCTIVIDAD,4007.76
2011,G,E,9202,15100,GRATIFICACIONES,1000
2011,G,E,9202,16000,Seguridad Social. Personal Funcionario,8083.63
2011,G,E,9202,16001,Seguridad Social. Personal laboral,116178.47
2011,G,E,9202,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,4232.64
2011,G,E,9202,20900,CÁNONES.,5225.16
2011,G,E,9202,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",88742.43
2011,G,E,9202,21400,REPARAC. MANTEN. MATERIAL TRANSPORTE,775.54
